OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_INCIDENT_NUMBER,ICS_209_NAME,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,Shape,DISCOVERY_DATE_CONVERTED,CONT_DATE_CONVERTED
2579,1474487,W-606913,FED,DOI-WFMI,BLM,USIDTFD,Twin  Falls District,IDSHD,Shoshone Field Office,,,FP6W,LAID LAW,ID-TFD-000326,Laid Law,ID4303311376420100805,LAID LAW,,2010,217,2146,1.0,Lightning,219,1800,5559.0,G,43.0392,-113.7253,1.0,BLM,ID,Lincoln,063,Lincoln,Point,2010-08-05,2010-08-07
2580,1474860,W-604943,FED,DOI-WFMI,BLM,USNVWID,Winnemucca District Office,NVWID,Winnemucca District Office,,,FM19,ROCK CREEK,NV-WID-107,ROCK CREEK,NV4081811938120100724,ROCK CREEK,,2010,205,2215,1.0,Lightning,213,0753,5358.5,G,40.8086,-119.4006,1.0,BLM,NV,Washoe,031,Washoe,Point,2010-07-24,2010-08-01
2581,1475065,W-606870,FED,DOI-WFMI,BLM,USNMLCD,Las Cruces Field Office,NMLCD,Las Cruces Field Office,,,FF5E,FT  BLISS 2,NM-LCD-370,Ft. Bliss 2,NM3224010650220100615,FT  BLISS 2,,2010,167,0845,7.0,Arson,176,2000,5160.0,G,32.2992,-106.5164,1.0,BLM,NM,Dona Ana,013,Dona Ana,Point,2010-06-16,2010-06-25
2582,1475640,W-615266,FED,DOI-WFMI,BLM,USORPRD,Prineville District,ORPRD,Prineville District,,,FR70,614 LOWER DESCHUTES,OR-PRD-0614,LOWER DESCHUTES COMPLEX,OR4527812107720100818,LOWER DESCHUTES COMPLEX (TYGH RIDGE),LOWER DESCHUTES COMPLEX,2010,231,1021,1.0,Lightning,239,1630,9304.0,G,43.226094,-121.104683,8.0,PRIVATE,OR,Wasco,065,Wasco,Point,2010-08-19,2010-08-27
2583,1476434,W-605069,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District,,,FL23,COWICHE MILL,WA-WFS-102,Cowiche Mill Fire,WA4662712072820100718,COWICHE MILL,,2010,199,1354,9.0,Miscellaneous,203,2000,5834.0,G,46.6539,-120.7539,8.0,PRIVATE,WA,Yakima,077,Yakima,Point,2010-07-18,2010-07-22
2584,1476444,W-613240,FED,DOI-WFMI,BLM,USWASPD,Spokane District,WASPD,Spokane District,,,FU2L,BAIRD SPRINGS,WA-WFS-110,Baird Springs,WA4730311994820100910,BAIRD SPRINGS,,2010,253,1516,13.0,Missing/Undefined,257,1800,7693.0,G,47.2828,-119.9078,8.0,PRIVATE,WA,Grant,025,Grant,Point,2010-09-10,2010-09-14
2585,1476503,W-615800,FED,DOI-WFMI,BLM,USWYCAD,Casper Field Office,WYCAD,Casper Field Office,,,FWV6,ORPHA,WY-COX-01283,ORPHA,WY4295410539820101004,ORPHA,,2010,277,1350,2.0,Equipment Use,280,1400,25093.0,G,43.0244,-105.2975,8.0,PRIVATE,WY,Converse,009,Converse,Point,2010-10-04,2010-10-07
2586,1476536,W-615385,FED,DOI-WFMI,BLM,USWYKRD,Kemmerer Field Office,WYKRD,Kemmerer Field Office,,,FVM9,WINDMILL,WY-UIX-433,Windmill,WY4131511077220100918,WINDMILL,,2010,261,1931,13.0,Missing/Undefined,270,2000,5261.0,G,41.2831,-110.8244,8.0,PRIVATE,WY,Uinta,041,Uinta,Point,2010-09-18,2010-09-27
2587,1476554,W-612318,FED,DOI-WFMI,BLM,USWYNCD,New Castle Field Office,WYNCD,New Castle Field Office,,,FUE6,COOLEY DRAW,WY-NIX-010223,COOLEY DRAW,WY4293010473820100905,COOLEY DRAW,,2010,248,1315,9.0,Miscellaneous,252,1552,6102.0,G,42.915,-104.8122,7.0,STATE,WY,Niobrara,027,Niobrara,Point,2010-09-05,2010-09-09
2588,1476695,W-617495,FED,DOI-WFMI,NPS,USAKNOP,Noatak Preserve,AKNOP,Noatak Preserve,561,,FH82,KALUKTAVIK RIVER,AK-GAD-000561,Kaluktavik River,AK6794316079520100702,KALUKTAVIK RIVER,,2010,183,1650,1.0,Lightning,203,1400,23398.5,G,67.9578,-160.8922,3.0,NPS,AK,,,,Point,2010-07-02,2010-07-22
2589,1476696,W-617497,FED,DOI-WFMI,NPS,USAKNOP,Noatak Preserve,AKNOP,Noatak Preserve,563,,FH8Z,LAKE TUTUSIROK,AK-GAD-000563,Lake Tutusirok,AK6818115975820100702,LAKE TUTUSIROK,,2010,183,1710,1.0,Lightning,200,1643,7479.2,G,68.1753,-159.6956,3.0,NPS,AK,,,,Point,2010-07-02,2010-07-19
2590,1476697,W-617829,FED,DOI-WFMI,NPS,USAKNOP,Noatak Preserve,AKNOP,Noatak Preserve,567,,FJB6,MAKPIK CREEK,,,AK6808015856520100702,MAKPIK CREEK,,2010,183,1720,1.0,Lightning,193,1500,9890.0,G,68.0906,-158.5892,3.0,NPS,AK,,,,Point,2010-07-02,2010-07-12
2591,1476698,W-617500,FED,DOI-WFMI,NPS,USAKNOP,Noatak Preserve,AKNOP,Noatak Preserve,566,,FJB3,NAVASHAK LAKE EAST,,,AK6813915798720100702,NAVASHAK LAKE EAST,,2010,183,1730,1.0,Lightning,193,1300,8665.0,G,68.1364,-157.9597,3.0,NPS,AK,,,,Point,2010-07-02,2010-07-12
2592,1476704,W-617891,FED,DOI-WFMI,NPS,USAKNOP,Noatak Preserve,AKNOP,Noatak Preserve,592,,FJ1V,NANIELIK CREEK,AK-GAD-000592,Nanielik Creek,AK6806515886920100704,NANIELIK CREEK,,2010,185,2120,1.0,Lightning,207,1820,6538.0,G,68.0872,-158.8847,3.0,NPS,AK,,,,Point,2010-07-04,2010-07-26
2593,1476790,W-616604,FED,DOI-WFMI,NPS,USCOGSP,Great Sand Dunes National Park and Preserve,COGSP,Great Sand Dunes National Monument,1001,,FFA8,MEDANO,CO-GSP-000464,Medano,CO3781310546020100606,MEDANO,,2010,157,1200,1.0,Lightning,335,0800,6249.0,G,37.8064,-105.5058,3.0,NPS,CO,,,,Point,2010-06-06,2010-12-01
2594,1476817,W-601519,FED,DOI-WFMI,NPS,USNMCCP,Carlsbad Caverns National Park,NMCCP,Carlsbad Caverns National Park,1004,,FD42,NEW,NM-CCP-1004,New,NM3213310458320100516,CAVE WF INCIDENTS,,2010,136,1500,1.0,Lightning,153,1900,17309.0,G,32.136989,-104.553911,3.0,NPS,NM,,,,Point,2010-05-16,2010-06-02
2595,1476846,W-602957,FED,DOI-WFMI,NPS,USTXGUP,Guadalupe Mountains National Park,TXGUP,Guadalupe Mountains National Park,1005,,FFS7,CUTOFF,TX-GUP-00002,Cutoff,TX3199010486920100609,CUTOFF,,2010,160,2000,1.0,Lightning,172,0800,10362.0,G,31.97383,-104.91236,3.0,NPS,TX,,,,Point,2010-06-09,2010-06-21
2596,1476940,W-615177,FED,DOI-WFMI,NPS,USWYYNP,Yellowstone National Park,WYYNP,Yellowstone National Park,1011,,FU8R,ANTELOPE,WY-YNP-1011,Antelope,WY4484611038620100914,ANTELOPE,,2010,257,1455,1.0,Lightning,297,1600,5510.0,G,44.8367,-110.37,3.0,NPS,WY,,,,Point,2010-09-14,2010-10-24
2597,1477099,W-612160,FED,DOI-WFMI,NPS,USCAKNP,Sequoia & Kings Canyon National Parks,CAKNP,Sequoia & Kings Canyon National Park,39,,FLY9,SHEEP COMPLEX,CA-KNP-0039,Sheep,CA3678311872220100716,SHEEP COMPLEX,SHEEP COMPLEX,2010,197,1200,1.0,Lightning,298,1200,9020.0,G,36.7667,-118.6914,3.0,NPS,CA,,,,Point,2010-07-16,2010-10-25
2598,1477574,FWS-2010LASBRFS3Y,FED,FWS-FMIS,FWS,USLASBR,Sabine National Wildlife Refuge,LASBR,Sabine National Wildlife Refuge,,,FS3Y,CICADA,LA-SBR-010005,Cicada,LA2985609349220100823,CICADA,,2010,235,1530,1.0,Lightning,242,1400,6259.0,G,29.84111111,-93.49222222,4.0,FWS,LA,,,,Point,2010-08-23,2010-08-30
2599,1477713,FWS-2010MTCMRFSR2,FED,FWS-FMIS,FWS,USMTCMR,Charles M. Russell National Wildlife Refuge,MTCMR,Charles M. Russell National Wildlife Refuge,,,FSR2,RAT PATCH,MT-CMR-000034,Rat Patch,MT4755610822320100821,RAVEN,,2010,233,1300,1.0,Lightning,242,1100,27898.0,G,47.55194444,-108.16944444,4.0,FWS,MT,,,,Point,2010-08-21,2010-08-30
2600,1478036,FWS-2010AKKARFE8X,FED,FWS-FMIS,FWS,USAKKAR,Kanuti National Wildlife Refuge,AKKAR,Kanuti National Wildlife Refuge,,,FE8X,337 - HOLODANA CREEK,AK-TAD-000337,Holonada,AK6597115221220100604,HOLODANA CREEK,,2010,155,1530,1.0,Lightning,203,1245,7909.6,G,65.9936,-152.2097,4.0,FWS,AK,,,,Point,2010-06-04,2010-07-22
2601,1478040,FWS-2010AKKARFH4F,FED,FWS-FMIS,FWS,USAKKAR,Kanuti National Wildlife Refuge,AKKAR,Kanuti National Wildlife Refuge,,,FH4F,537 - PEAVEY CREEK,AK-TAD-000537,Peavey Creek,AK6670815182820100701,PEAVEY CREEK,,2010,182,1445,1.0,Lightning,292,1115,30238.9,G,66.6689,-151.9053,4.0,FWS,AK,,,,Point,2010-07-01,2010-10-19
2602,1478060,FWS-2010AKNORFE3X,FED,FWS-FMIS,FWS,USAKNOR,Nowitna National Wildlife Refuge,AKNOR,Nowitna National Wildlife Refuge,,,FE3X,LOST RIVER,AK-TAD-000296,Lost River,AK6449215431720100531,LOST RIVER,,2010,151,1515,1.0,Lightning,292,1115,15331.0,G,64.46666667,-154.32138889,4.0,FWS,AK,,,,Point,2010-05-31,2010-10-19
2603,1478086,FWS-2010AKYFRFE8W,FED,FWS-FMIS,FWS,USAKYFR,Yukon Flats National Wildlife Refuge,AKYFR,Yukon Flats National Wildlife Refuge,,,FE8W,336 - DEMPSEY CREEK,AK-UYD-000336,Dempsey Creek,AK6613214210920100604,DEMPSEY CREEK,,2010,155,1415,1.0,Lightning,298,1200,12200.0,G,66.1397,-142.0389,8.0,PRIVATE,AK,,,,Point,2010-06-04,2010-10-25
2604,1478094,FWS-2010AKYFRFG54,FED,FWS-FMIS,FWS,USAKYFR,Yukon Flats National Wildlife Refuge,AKYFR,Yukon Flats National Wildlife Refuge,,,FG54,501 - PAT CREEK,AK-UYD-000501,Pat Creek,AK6627314850720100625,PAT CREEK,,2010,176,1630,1.0,Lightning,298,1200,72691.8,G,66.2014,-148.7989,8.0,PRIVATE,AK,,,,Point,2010-06-25,2010-10-25
2605,1478097,FWS-2010AKYFRFJ7B,FED,FWS-FMIS,FWS,USAKYFR,Yukon Flats National Wildlife Refuge,AKYFR,Yukon Flats National Wildlife Refuge,,,FJ7B,596 - TCHULKADE LAKE,AK-UYD-000596,Tchulkade Lake,AK6636014334620100706,TCHULKADE LAKE,,2010,187,1830,1.0,Lightning,291,1200,15560.5,G,66.3472,-143.3692,4.0,FWS,AK,,,,Point,2010-07-06,2010-10-18
2606,1478098,FWS-2010AKYFRFKJ4,FED,FWS-FMIS,FWS,USAKYFR,Yukon Flats National Wildlife Refuge,AKYFR,Yukon Flats National Wildlife Refuge,,,FKJ4,635 - CANVASBACK LAKE,AK-UYD -000635,Canvasback Lake,AK6642114648920100712,CANVASBACK LAKE,,2010,193,1115,1.0,Lightning,291,1200,35455.7,G,66.405,-146.425,4.0,FWS,AK,,,,Point,2010-07-12,2010-10-18
2607,1478100,FWS-2010AKYFRFKRS,FED,FWS-FMIS,FWS,USAKYFR,Yukon Flats National Wildlife Refuge,AKYFR,Yukon Flats National Wildlife Refuge,,,FKRS,614 - THREE SLEEP,AK-UYD-000614,Three Sleep,AK6606514805920100709,THREE SLEEP,,2010,190,1800,1.0,Lightning,291,1200,10602.2,G,66.0747,-147.8964,4.0,FWS,AK,,,,Point,2010-07-09,2010-10-18
2617,1839823,SFO-FL-2010120715,NONFED,ST-NASF,ST/C&L,USFLFLS,Florida Forest Service,FLFLS,Florida Forest Service,,2010120715,,3 FORKS  (5),FL-FLS-2010-12-0715,FORKS,,,,2010,360,1900,9.0,Miscellaneous,364,1900,13000.0,G,27.9434,-80.7864,7.0,STATE,FL,Brevard,009,Brevard,Point,2010-12-26,2010-12-30
2618,15000477,ICS209_2010_WA-WFS-106,INTERAGCY,IA-ICS209,ST/C&L,USWAWFS,Washington State Fire Marshal's Office,WAWFS,Washington State Fire Marshal's Office,,,,EUREKA FIRE,WA-WFS-106,Eureka Fire,WA4644911854220100807,EUREKA,,2010,218,1530,13.0,Missing/Undefined,220,2359,21620.0,G,46.370556,-118.572222,14.0,MISSING/NOT SPECIFIED,WA,Walla Walla,071,Walla Walla,Point,2010-08-06,2010-08-08
2619,15000478,ICS209_2010_WA-WFS-109,INTERAGCY,IA-ICS209,ST/C&L,USWAWFS,Washington State Fire Marshal's Office,WAWFS,Washington State Fire Marshal's Office,,,,HUBBARD FIRE,WA-WFS-109,Hubbard Fire,WA4638111779920100826,HUBBARD,,2010,238,1500,13.0,Missing/Undefined,241,1200,11500.0,G,46.3775,-117.756389,14.0,MISSING/NOT SPECIFIED,WA,Columbia,013,Columbia,Point,2010-08-26,2010-08-29
2620,15000479,ICS209_2010_WY-COX-10243,INTERAGCY,IA-ICS209,ST/C&L,USWYCOX,Converse County,WYCOX,Converse County,,,,WILLOW CREEK,WY-COX-10243,Willow Creek,WY4301110515220100909,WILLOW CREEK,,2010,252,1530,13.0,Missing/Undefined,0,,9248.0,G,42.996389,-105.2225,14.0,MISSING/NOT SPECIFIED,WY,Converse,009,Converse,Point,2010-09-09,
2677,20020362,FS-1502944,FED,FS-FIRESTAT,FS,USMNSUF,Superior National Forest,0909,Superior National Forest,24,,GC1K,PAGAMI CREEK,MN-SUF-110519,Pagami Creek,MN4790609152420110817,PAGAMICREEK,,2011,230,1558,1.0,Lightning,332,1800,92682.0,G,47.90555556,-91.52416667,5.0,USFS,MN,,,,Point,2011-08-18,2011-11-28
2678,20020606,FS-1501459,FED,FS-FIRESTAT,FS,USWYBTF,Bridger-Teton National Forest,0403,Bridger-Teton National Forest,4,2,GBT7,RED ROCK,WY-BTF-004,Red Rock Complex,WY4356311039520110820,REDROCKCOMPLEX,RED ROCK COMPLEX,2011,232,1359,1.0,Lightning,0,,9670.0,G,43.56277778,-110.39527778,5.0,USFS,WY,,,,Point,2011-08-20,
2679,20020849,FS-1501205,FED,FS-FIRESTAT,FS,USIDSCF,Salmon-Challis National Forest,0413,Salmon-Challis National Forest,31,732,GA4P,SADDLE ,ID-SCF-011157,Saddle,ID4551711451120110818,SADDLECOMPLEX,SADDLE COMPLEX,2011,222,1439,1.0,Lightning,284,1600,32670.0,G,45.51666667,-114.51083333,5.0,USFS,ID,,,,Point,2011-08-10,2011-10-11
2680,20020863,FS-1500333,FED,FS-FIRESTAT,FS,USIDSCF,Salmon-Challis National Forest,0413,Salmon-Challis National Forest,46,112,GCN0,SALT,ID-SCF-011202,Salt,ID4498311423620110825,SALT,,2011,237,0837,1.0,Lightning,297,1259,24501.0,G,44.97777778,-114.23638889,5.0,USFS,ID,,,,Point,2011-08-25,2011-10-24
2681,20021275,FS-1499607,FED,FS-FIRESTAT,FS,USMTCGF,Custer Gallatin National Forest,0108,Custer National Forest,28,15,GB03,LITTLE FORK,MT-MCD-037,FORK,MT4517010618320110822,DIAMONDCOMPLEX,DIAMOND COMPLEX,2011,234,1134,1.0,Lightning,265,2000,34550.0,G,45.16944444,-106.18138889,14.0,MISSING/NOT SPECIFIED,MT,,,,Point,2011-08-22,2011-09-22
2682,20021328,FS-1499609,FED,FS-FIRESTAT,FS,USMTFNF,Flathead National Forest,0110,Flathead National Forest,8,,GA1S,HAMMER CREEK,MT-FNF-008,Hammer Creek,MT4751811328120110719,HAMMERCREEK,,2011,220,1600,1.0,Lightning,280,1200,6314.0,G,47.51944444,-113.28444444,5.0,USFS,MT,,,,Point,2011-08-08,2011-10-07
2683,20021339,FS-1500225,FED,FS-FIRESTAT,FS,USMTFNF,Flathead National Forest,0110,Flathead National Forest,26,,GA3A,BIG SALMON LAKE,MT-FNF-000026,Big Salmon Lake,MT4751911341120110816,BIGSALMONLAKE,,2011,228,1555,4.0,Campfire,280,1200,5183.0,G,47.59138889,-113.41166667,5.0,USFS,MT,,,,Point,2011-08-16,2011-10-07
2684,20021683,FS-1499399,FED,FS-FIRESTAT,FS,USIDNCF,Nez Perce - Clearwater National Forests,0117,Nezperce National Forest,23,,GB1W,EAST FORK,ID-NPF-305,East Fork,ID4583511503020110805,EASTFORK,,2011,222,1200,1.0,Lightning,0,,10000.0,G,45.84555556,-115.03,5.0,USFS,ID,,,,Point,2011-08-10,
2685,20021914,FS-1501283,FED,FS-FIRESTAT,FS,USORDEF,Deschutes National Forest,0601,Deschutes National Forest,148,,GC8J,0676  SHADOW LAKE ,OR-DEF-0676,SHADOW LAKE,OR4435212182320110828,SHADOWLAKE,,2011,240,1426,1.0,Lightning,278,1630,10000.0,G,44.35833333,-121.84083333,5.0,USFS,OR,,,,Point,2011-08-28,2011-10-05
2686,20022667,FS-1497336,FED,FS-FIRESTAT,FS,USORWWF,Wallowa-Whitman National Forest,0616,Wallowa-Whitman National Forest,63,875,GE60,CACTUS MOUNTAIN,OR-WWF-0875,Cactus Mountain,OR4579411674120110907,CACTUSMOUNTAIN,,2011,250,1515,9.0,Miscellaneous,270,1600,8212.0,G,45.80027778,-118.74305556,5.0,USFS,OR,,,,Point,2011-09-07,2011-09-27
2687,20022891,FS-1501800,FED,FS-FIRESTAT,FS,USORCGF,Columbia River Gorge National Scenic Area,0622,Columbia River Gorge National Scenic Area,17,,GDH4,WISHRAM 2,WA-WFS-206,Wishram II,WA4566512100820110829,WISHRAMII,,2011,241,1030,9.0,Miscellaneous,242,1500,11008.0,G,45.66555556,-121.01111111,13.0,STATE OR PRIVATE,WA,,,,Point,2011-08-29,2011-08-30
2688,20023944,FS-1498859,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,17,3,F7LZ,LION,CA-SQF-002087,LION,CA3626811851120110708,LION,,2011,189,1430,1.0,Lightning,312,1200,20500.0,G,36.26777778,-118.51166667,5.0,USFS,CA,,,,Point,2011-07-08,2011-11-08
2689,20024029,FS-1499050,FED,FS-FIRESTAT,FS,USCASNF,Sierra National Forest,0515,Sierra National Forest,24,8,GCC6,MOTOR,CA-SNF-2117,MOTOR,CA3766311987120110825,MOTOR,,2011,237,1234,2.0,Equipment Use,253,1000,5230.0,G,37.6625,-119.87138889,5.0,USFS,CA,,,,Point,2011-08-25,2011-09-10
2690,20024138,FS-1498339,FED,FS-FIRESTAT,FS,USSDBKF,Black Hills National Forest,0203,Black Hills National Forest,59,16,F93Z,COAL CANYON,SD-BKF-110573,Coal Canyon,SD4343610385020110811,COALCANYON,,2011,223,1310,1.0,Lightning,229,1700,5214.0,G,43.43583333,-103.84972222,5.0,USFS,SD,,,,Point,2011-08-11,2011-08-17
2691,20024292,FS-1498972,FED,FS-FIRESTAT,FS,USWYMBF,Medicine Bow National Forest,0206,Medicine Bow National Forest,951,,GG5B,CARSON FIRE,WY-COX-11443,CARSON,WY4333510557820110924,CARSON,,2011,267,1430,2.0,Equipment Use,267,2000,5670.0,G,43.33861111,-105.57027778,13.0,STATE OR PRIVATE,WY,,,,Point,2011-09-24,2011-09-24
2692,20024430,FS-1497981,FED,FS-FIRESTAT,FS,USKSPSF,Pike San Isabel National Forest and Grasslands,0212,Pike & San Isabel National Forests,21,2,F3KH,TUNNER,KS-PSF-000556,Tunner,KS3707910189920110508,TUNNER,,2011,128,0803,2.0,Equipment Use,134,1730,17482.0,G,37.15555556,-101.76166667,5.0,USFS,KS,,,,Point,2011-05-08,2011-05-14
2693,20024446,FS-1498232,FED,FS-FIRESTAT,FS,USCOPSF,Pike and San Isabel National Forest,0212,Pike & San Isabel National Forests,51,5,F4PE,CALLIE MARIE,CO-FCQ-756,BEAR SPRINGS  CALLIE MARIE,CO3759610365120110607,CALLIEMARIE,BEAR SPRINGS-CALLIE MARIE COMPLEX,2011,158,1600,1.0,Lightning,171,1500,9089.0,G,37.59583333,-103.65111111,14.0,MISSING/NOT SPECIFIED,CO,,,,Point,2011-06-07,2011-06-20
2694,20024637,FS-1498391,FED,FS-FIRESTAT,FS,USWYSHF,Shoshone National Forest,0214,Shoshone National Forest,11,,GBW6,HOLE IN THE WALL,WY-SHF-317,Hole in the Wall,WY4495310930920110821,HOLEINTHEWALL,,2011,233,1900,1.0,Lightning,258,1800,6343.0,G,44.96361111,-109.31555556,5.0,USFS,WY,,,,Point,2011-08-21,2011-09-15
2695,20024642,FS-1498108,FED,FS-FIRESTAT,FS,USWYSHF,Shoshone National Forest,0214,Shoshone National Forest,7,,F8C4,NORTON POINT,WY-SHF-200,NORTON POINT,WY4381510955820110722,NORTONPOINT,,2011,204,1630,1.0,Lightning,306,1800,24237.0,G,43.81472222,-109.5575,5.0,USFS,WY,,,,Point,2011-07-23,2011-11-02
2696,20024898,FS-1495659,FED,FS-FIRESTAT,FS,USFLFNF,National Forests in Florida,0805,National Forests In Florida,93,9,EK20,IMPASSABLE BAY,FL-FNF-011023,Impassable Bay,FL3040908248020110606,IMPASSABLEBAYCOMPLEX,IMPASSABLE BAY COMPLEX,2011,167,1830,1.0,Lightning,186,1800,11025.0,G,30.40916667,-82.48,5.0,USFS,FL,,,,Point,2011-06-16,2011-07-05
2697,20026006,FS-1501166,FED,FS-FIRESTAT,FS,USAZASF,Apache-Sitgreaves National Forest,0301,Apache-Sitgreaves National Forest,20,5,F4CX,WALLOW,AZ-ASF-110152-1,Wallow,AZ3360210944920110529,WALLOW,,2011,149,1500,4.0,Campfire,193,1200,538049.0,G,33.60611111,-109.44972222,5.0,USFS,AZ,,,,Point,2011-05-29,2011-07-12
2698,20026217,FS-1493799,FED,FS-FIRESTAT,FS,USNMCIF,Cibola National Forest,0303,Cibola National Forest,14,1,F2Q1,PRITCHARD,,,TX3629310257020110419,PRITCHARD,,2011,109,1730,9.0,Miscellaneous,110,1500,11009.0,G,36.29333333,-102.57,14.0,MISSING/NOT SPECIFIED,TX,,,,Point,2011-04-19,2011-04-20
2699,20026222,FS-1494355,FED,FS-FIRESTAT,FS,USNMCIF,Cibola National Forest,0303,Cibola National Forest,24,3,F35A,296,NM-CIF-321,296,NM3645510259320110525,296,,2011,144,1436,9.0,Miscellaneous,146,,15280.0,G,35.455,-102.59361111,14.0,MISSING/NOT SPECIFIED,TX,,,,Point,2011-05-24,2011-05-26
2700,20026563,FS-1493606,FED,FS-FIRESTAT,FS,USAZCNF,Coronado National Forest,0305,Coronado National Forest,12,,F07T,PENA,AZ-CNF-011020,PENA,AZ3135611113620110311,PENA,,2011,70,1845,9.0,Miscellaneous,91,1700,6050.0,G,31.37,-111.135556,5.0,USFS,AZ,,,,Point,2011-03-11,2011-04-01
2701,20026565,FS-1499815,FED,FS-FIRESTAT,FS,USAZCNF,Coronado National Forest,0305,Coronado National Forest,27,,F2Y9,BULL,AZ-CNF-011039,BULL,AZ3134111110120110429,BULL,,2011,116,1603,9.0,Miscellaneous,139,1800,9711.0,G,31.39666667,-111.05666667,5.0,USFS,AZ,,,,Point,2011-04-26,2011-05-19
2702,20026568,FS-1499822,FED,FS-FIRESTAT,FS,USAZCNF,Coronado National Forest,0305,Coronado National Forest,44,,F4EJ,MURPHY,AZ-CNF-011057,MURPHY COMPLEX,AZ3154111115820110530,MURPHYCOMPLEX,MURPHY COMPLEX,2011,150,1030,9.0,Miscellaneous,202,1800,68079.0,G,31.54055556,-111.15777778,5.0,USFS,AZ,,,,Point,2011-05-30,2011-07-21
2703,20026572,FS-1496464,FED,FS-FIRESTAT,FS,USAZCNF,Coronado National Forest,0305,Coronado National Forest,34,41278,F3KV,HORSESHOE 2,AZ-CNF-011047,HORSESHOE 2,AZ3182010921120110508,HORSESHOE2,,2011,128,1023,9.0,Miscellaneous,176,1800,222954.0,G,31.81972222,-109.21111111,5.0,USFS,AZ,,,,Point,2011-05-08,2011-06-25
2704,20026587,FS-1494946,FED,FS-FIRESTAT,FS,USAZCNF,Coronado National Forest,0305,Coronado National Forest,18,,F1N0,DUKE,AZ-CNF-011026,DUKE,AZ3137911075620110320,DUKE,,2011,79,1200,9.0,Miscellaneous,90,1439,8500.0,G,31.37916667,-110.75583333,5.0,USFS,AZ,,,,Point,2011-03-20,2011-03-31
2705,20026605,FS-1494948,FED,FS-FIRESTAT,FS,USAZCNF,Coronado National Forest,0305,Coronado National Forest,41,,F31Z,ARLENE,AZ-CNF-011054,ARLENE,AZ3133911054620110523,ARLENE,,2011,143,0923,9.0,Miscellaneous,149,1800,10610.0,G,31.33888889,-110.54583333,5.0,USFS,AZ,,,,Point,2011-05-23,2011-05-29
2706,20026663,FS-1501473,FED,FS-FIRESTAT,FS,USAZKNF,Kaibab National Forest,0307,Kaibab National Forest,34,17,F7WG,BEALE*,AZ-KNF-000631,Beale,AZ3537911193420110718,BEALE,,2011,199,1410,1.0,Lightning,238,1200,5096.0,G,35.37916667,-111.93416667,5.0,USFS,AZ,,,,Point,2011-07-18,2011-08-26
2707,20026774,FS-1495516,FED,FS-FIRESTAT,FS,USNMLNF,Lincoln National Forest,0308,Lincoln National Forest,999,,F10H,WHITE,NM-N5S-000187,White,NM3333310563620110403,WHITE,,2011,93,1334,9.0,Miscellaneous,98,1800,10334.0,G,33.33,-105.64916667,13.0,STATE OR PRIVATE,NM,,,,Point,2011-04-03,2011-04-08
2708,20026814,FS-1496496,FED,FS-FIRESTAT,FS,USNMLNF,Lincoln National Forest,0308,Lincoln National Forest,40,40,F71A,ACREY,NM-LNF-000038,Lookout Complex,NM3240310490220110720,ACREY,LOOKOUT COMPLEX,2011,201,1820,1.0,Lightning,207,1500,18835.4,G,32.40333333,-104.90166667,5.0,USFS,NM,,,,Point,2011-07-20,2011-07-26
2709,20026929,FS-1500168,FED,FS-FIRESTAT,FS,USNMSNF,Santa Fe National Forest,0310,Santa Fe National Forest,16,4,F5AR,PACHECO CANYON,NM-SNF-000198,PACHECO,NM3581210583720110618,PACHECO,,2011,169,1517,9.0,Miscellaneous,242,,10112.9,G,35.81194444,-105.83694444,5.0,USFS,NM,,,,Point,2011-06-18,2011-08-30
2710,20027149,FS-1501037,FED,FS-FIRESTAT,FS,USAZTNF,Tonto National Forest,0312,Tonto National Forest,132,38,GBY5,TANNER,AZ-TNF-109,Tanner,AZ3383511101020110820,TANNER,,2011,232,1411,1.0,Lightning,292,1105,5460.0,G,33.835,-111.01027778,5.0,USFS,AZ,,,,Point,2011-08-20,2011-10-19
2711,20027284,FS-1500365,FED,FS-FIRESTAT,FS,USNVHTF,Humboldt-Toiyabe National Forest,0417,Toiyabe National Forest,89,388,GHQ6,TOM BASIN,NV-HTF-388,Tom Basin,NV4160111751620110930,TOMBASIN,,2011,273,2011,1.0,Lightning,287,1800,5125.0,G,41.60083333,-117.51638889,5.0,USFS,NV,,,,Point,2011-09-30,2011-10-14
