OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_INCIDENT_NUMBER,ICS_209_NAME,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,Shape,DISCOVERY_DATE_CONVERTED,CONT_DATE_CONVERTED,BURNING_DAYS,STATE_NAME
553,201777975,W-663580,FED,DOI-WFMI,BLM,USORROD,Roseburg District,ORROD,Roseburg District,,,H0L3,NORTH RABBIT,OR-732-05314,Douglas Complex,OR4285712358520130726,NORTH RABBIT,DOUGLAS COMPLEX,2013,207,0200,1.0,Lightning,273,1200,17524.0,G,42.8573,-123.5851,1.0,BLM,OR,Douglas,019,Douglas,Point,2013-07-26,2013-09-30,66.0,Oregon
558,352040,W-530130,FED,DOI-WFMI,BLM,USORVAD,Vale District,ORVAD,Vale District,,,C3MN,MUD SPRINGS,OR-VAD-191,Mud Springs,OR4418511727020060810,MUD SPRINGS,IRISH SPRINGS COMPLEX,2006,222,1642,1.0,Lightning,230,1730,17349.0,G,44.2335,-117.3352,1.0,BLM,OR,Malheur,045,Malheur,Point,2006-08-10,2006-08-18,8.0,Oregon
576,300024391,W-674880,FED,DOI-WFMI,BLM,USORPRD,Prineville District,ORPRD,Prineville District,,,H8MN,0347 WARD CREEK,,,OR4487812088220140714,0347 RN,,2014,195,0914,1.0,Lightning,272,1311,16779.0,G,44.8467,-120.8933,8.0,PRIVATE,OR,Wasco,065,Wasco,Point,2014-07-14,2014-09-29,77.0,Oregon
593,351332,W-594474,FED,DOI-WFMI,BLM,USORPRD,Prineville District,ORPRD,Prineville District,,,E37V,MUDDY CREEK,OR-PRD-0577,MUDDY CREEK,OR4480312057720090802,MUDDY CREEK,,2009,214,1006,1.0,Lightning,228,1730,16267.0,G,44.8413,-120.6175,8.0,PRIVATE,OR,Wasco,065,Wasco,Point,2009-08-02,2009-08-16,14.0,Oregon
596,201766480,FS-1520050,FED,FS-FIRESTAT,FS,USORUPF,Umpqua National Forest,0615,Umpqua National Forest,036,UPF130132,HSP8,WHISKY,OR-UPF-130132,Whiskey Complex,OR4292312275720130726,WHISKEY,WHISKY COMPLEX,2013,207,0953,1.0,Lightning,269,1710,16195.0,G,42.86083333,-122.78833333,5.0,USFS,OR,019,019,Douglas,Point,2013-07-26,2013-09-26,62.0,Oregon
608,201778141,W-663312,FED,DOI-WFMI,BLM,USORVAD,Vale District,ORVAD,Vale District,,,HT79,GRASSY MOUNTAIN,OR-VAD-000134,Grassy Mountain Complex,OR4265911735820130807,GRASSY MOUNTAIN,GRASSY MOUNTAIN COMPLEX,2013,219,1400,1.0,Lightning,226,1300,15720.0,G,42.70792,-117.31489,1.0,BLM,OR,Malheur,045,Malheur,Point,2013-08-07,2013-08-14,7.0,Oregon
612,351107,W-551063,FED,DOI-WFMI,BLM,USORPRD,Prineville District,ORPRD,Prineville District,,,DU6H,0621,OR-PRD-0621,621,OR4552312051920070803,621,,2007,215,1320,9.0,Miscellaneous,217,1800,15591.0,G,45.5339,-120.6919,1.0,BLM,OR,Sherman,055,Sherman,Point,2007-08-03,2007-08-05,2.0,Oregon
644,5961,FS-1430136,FED,FS-FIRESTAT,FS,USORRSF,Rogue River-Siskiyou National Forest,0611,Siskiyou National Forest,11,011,B1KB,BLOSSOM,P6-B1KB-,BLOSSOM COMPLEX,OR4270112391920050722,BLOSSOM,BLOSSOM COMPLEX,2005,202,1500,1.0,Lightning,266,1800,14772.0,G,42.72361111,-123.93833333,5.0,USFS,OR,15,015,Curry,Point,2005-07-21,2005-09-23,64.0,Oregon
647,300023327,W-675627,FED,DOI-WFMI,BLM,USORBUD,Burns District,ORBUD,Burns District,,,JEL8,BONE CREEK BASIN,991327,BONE CREEK BASIN,OR4240011866820140916,SOUTH STEENS COMPLEX,SOUTH STEENS COMPLEX,2014,259,1116,1.0,Lightning,278,1800,14700.0,G,42.4044,-118.6678,1.0,BLM,OR,Harney,025,Harney,Point,2014-09-16,2014-10-05,19.0,Oregon
650,352067,W-530937,FED,DOI-WFMI,BLM,USORVAD,Vale District,ORVAD,Vale District,,,C5VW,JACKIES BUTTE,OR-VAD-239,Jackies Butte,OR4262611763020060903,JACKIES BUTTE,,2006,246,1700,1.0,Lightning,248,1812,14572.0,G,42.6149,-117.5404,1.0,BLM,OR,Malheur,045,Malheur,Point,2006-09-03,2006-09-05,2.0,Oregon
651,40549,FS-1482788,FED,FS-FIRESTAT,FS,USORWIF,Willamette National Forest,0618,Willamette National Forest,48,MF-21,E65K,TUMBLEBUG,OR-WIF-145,Tumblebug Complex,OR4345712228420090912,TUMBLEBUG COMPLEX,TUMBLEBUG COMPLEX,2009,255,1800,1.0,Lightning,274,0600,14560.0,G,43.47416667,-122.10194444,5.0,USFS,OR,39,039,Lane,Point,2009-09-12,2009-10-01,19.0,Oregon
673,300215646,W-686443,FED,DOI-WFMI,BLM,USORVAD,Vale District,ORVAD,Vale District,,,JU2X,JACA RESERVOIR,2835729,Jaca Reservoir,OR4271011721520150628,JACA RESERVOIR,,2015,179,1606,1.0,Lightning,184,1757,14049.0,G,42.71,-117.2164,1.0,BLM,OR,Malheur,045,Malheur,Point,2015-06-28,2015-07-03,5.0,Oregon
698,17716,FS-1447208,FED,FS-FIRESTAT,FS,USORMAF,Malheur National Forest,0604,Malheur National Forest,267,BM 165,C4YX,THORN CREEK,OR-MAF-442,THORN CREEK,OR4435711936420060821,THORN CREEK,SHAKE TABLE COMPLEX,2006,234,1310,1.0,Lightning,277,1630,13536.0,G,44.31166667,-119.43472222,14.0,MISSING/NOT SPECIFIED,OR,23,023,Grant,Point,2006-08-22,2006-10-04,43.0,Oregon
701,815684,ODF-63868,NONFED,ST-ORORS,ST/C&L,USOR952S,John Day Unit,ORODF-952,John Day Unit,013,63868,,ROBERTS CREEK,OR-MAF-103,Monument-Malheur Complex,OR4427911862420020712,ROBERTS CREEK,MONUMENT-MALHEUR COMPLEX,2002,193,,1.0,Lightning,260,,13479.54,G,44.32508,-118.59746,5.0,USFS,OR,12,023,Grant,Point,2002-07-12,2002-09-17,67.0,Oregon
711,201110424,W-630540,FED,DOI-WFMI,BLM,USORVAD,Vale District,ORVAD,Vale District,,,F9NH,CLARKS BUTTE,OR-VAD-083,Clarks Butte,OR4306511751920110806,CLARKSBUTTE,,2011,218,2115,1.0,Lightning,224,1800,13299.0,G,43.065294,-117.513231,1.0,BLM,OR,Malheur,045,Malheur,Point,2011-08-06,2011-08-12,6.0,Oregon
714,300024386,W-675129,FED,DOI-WFMI,BLM,USORPRD,Prineville District,ORPRD,Prineville District,,,H8CZ,0290 JACK KNIFE,634794,JACK KNIFE,OR4528312056920140713,JACK KNIFE,,2014,194,1500,1.0,Lightning,225,1200,13161.0,G,45.2839,-120.5789,8.0,PRIVATE,OR,Sherman,055,Sherman,Point,2014-07-13,2014-08-13,31.0,Oregon
725,14349,FS-1443119,FED,FS-FIRESTAT,FS,USORWWF,Wallowa-Whitman National Forest,0616,Wallowa-Whitman National Forest,111,660,C4WL,JIM CREEK,OR-WWF-660,Jim Creek,OR4591411692620060822,JIM CREEK,,2006,234,0925,1.0,Lightning,258,1800,12946.0,G,45.9475,-116.87888889,5.0,USFS,OR,63,063,Wallowa,Point,2006-08-22,2006-09-15,24.0,Oregon
726,201778115,W-657546,FED,DOI-WFMI,BLM,USORVAD,Vale District,ORVAD,Vale District,,,HJ78,CROWLEY CREEK,OR-VAD-000018,Crowley Creek,OR4332911796620130610,CROWLEY CREEK,,2013,161,1932,1.0,Lightning,167,1810,12935.0,G,43.3289,-117.9664,1.0,BLM,OR,Malheur,045,Malheur,Point,2013-06-10,2013-06-16,6.0,Oregon
735,816227,ODF-64238,NONFED,ST-ORORS,ST/C&L,USOR954S,The Dalles Unit,ORODF-954,The Dalles Unit,011,64238,,SHELDON RIDGE,OR95S 401 103,SHELDON RIDGE,OR4558012134320020723,SHELDON RIDGE,,2002,204,,1.0,Lightning,221,,12681.0,G,45.57592,-121.39195,8.0,PRIVATE,OR,65,065,Wasco,Point,2002-07-23,2002-08-09,17.0,Oregon
767,351706,W-97736,FED,DOI-WFMI,BLM,USORVAD,Vale District,ORVAD,Vale District,,,N057,KERN,OR-VAD-144,Kern,OR4362711737320000804,KERN,,2000,217,1853,1.0,Lightning,220,0000,12069.0,G,43.6132,-117.3643,1.0,BLM,OR,Malheur,045,Malheur,Point,2000-08-04,2000-08-07,3.0,Oregon
770,300215622,W-685281,FED,DOI-WFMI,BLM,USORVAD,Vale District,ORVAD,Vale District,,,J0W7,LIME HILL,2914212,Lime Hill,OR4440011733620150805,LIME HILL,,2015,217,1030,13.0,Missing/Undefined,224,1800,12024.0,G,44.3914,-117.3358,1.0,BLM,OR,Baker,001,Baker,Point,2015-08-05,2015-08-12,7.0,Oregon
786,15383,FS-1444356,FED,FS-FIRESTAT,FS,USORWWF,Wallowa-Whitman National Forest,0616,Wallowa-Whitman National Forest,130,732,C5YZ,CLEAR CREEK,OR-WWF-731,TWIN ELK COMPLEX,OR4506011716020060904,TWIN LAKES COMPLEX,TWIN ELK COMPLEX,2006,247,1231,1.0,Lightning,274,1800,11615.0,G,45.07333333,-117.15277778,5.0,USFS,OR,1,001,Baker,Point,2006-09-04,2006-10-01,27.0,Oregon
802,351999,W-536545,FED,DOI-WFMI,BLM,USORVAD,Vale District,ORVAD,Vale District,,,CS2F,JERRY WELLS,OR-VAD-072,Jerry Wells,OR4244611772420060628,JERRY WELLS,,2006,179,1744,1.0,Lightning,183,1548,11339.0,G,42.4982,-117.7374,1.0,BLM,OR,Malheur,045,Malheur,Point,2006-06-28,2006-07-02,4.0,Oregon
810,351039,W-535371,FED,DOI-WFMI,BLM,USORPRD,Prineville District,ORPRD,Prineville District,,,C5SH,0893 BAKER CANYON,OR-PRD-0893,BAKER CANYON,OR4481112102420060829,BAKER CANYON,,2006,241,1259,1.0,Lightning,264,1630,11100.0,G,44.8183,-120.9744,8.0,PRIVATE,OR,Jefferson,031,Jefferson,Point,2006-08-29,2006-09-21,23.0,Oregon
820,201110298,W-631359,FED,DOI-WFMI,BLM,USORPRD,Prineville District,ORPRD,Prineville District,,,GB8C,0494,OR-PRD-000511,HANCOCK COMPLEX,OR4493112043020110824,HANCOCKCOMPLEX,HANCOCK COMPLEX,2011,236,1814,1.0,Lightning,258,1300,11000.0,G,45.0317,-120.4108,8.0,PRIVATE,OR,Wheeler,069,Wheeler,Point,2011-08-24,2011-09-15,22.0,Oregon
823,300024940,W-677257,FED,DOI-WFMI,BLM,USORVAD,Vale District,ORVAD,Vale District,,,H9BK,BROGAN HILL,686059,BROGAN HILL,OR4428211759520140723,BROGAN HILL,KITTEN COMPLEX,2014,204,1352,1.0,Lightning,219,1800,10909.0,G,44.28,-117.5789,8.0,PRIVATE,OR,Malheur,045,Malheur,Point,2014-07-23,2014-08-07,15.0,Oregon
830,201778142,W-662432,FED,DOI-WFMI,BLM,USORVAD,Vale District,ORVAD,Vale District,,,HT8A,SHARON CREEK,OR-VAD-130,Sharon Creek,OR4239411714320130807,SHARON CREEK,,2013,219,1510,1.0,Lightning,224,1047,10772.0,G,42.3961,-117.1331,1.0,BLM,OR,Malheur,045,Malheur,Point,2013-08-07,2013-08-12,5.0,Oregon
832,348925,W-537666,FED,DOI-WFMI,BLM,USORBUD,Burns District,ORBUD,Burns District,,,C4VX,CRATERS,OR-BUD-2506,Crater Fire,,,,2006,233,1819,1.0,Lightning,238,1923,10766.6,G,43.0677,-118.7502,1.0,BLM,OR,Harney,025,Harney,Point,2006-08-21,2006-08-26,5.0,Oregon
834,41422,FS-1483786,FED,FS-FIRESTAT,FS,USORUPF,Umpqua National Forest,0615,Umpqua National Forest,95,2056,E67P,BOZE,OR-UPF-009237,Boze,OR4317212252420090913,BOZE,BOZE COMPLEX,2009,256,0922,1.0,Lightning,306,1505,10721.0,G,43.1525,-122.53472222,5.0,USFS,OR,19,019,Douglas,Point,2009-09-13,2009-11-02,50.0,Oregon
859,350285,W-99137,FED,DOI-WFMI,BLM,USORPRD,Prineville District,ORPRD,Prineville District,,,N340,2 HORSE MT,OR-PRD-587,2 Horse Mountain Complex,OR4487212039320000718,2 HORSE MOUNTAIN,2 HORSE MOUNTAIN COMPLEX,2000,200,1848,1.0,Lightning,210,1800,10470.0,G,44.8771,-120.4214,1.0,BLM,OR,Wheeler,069,Wheeler,Point,2000-07-18,2000-07-28,10.0,Oregon
867,352116,W-554191,FED,DOI-WFMI,BLM,USORVAD,Vale District,ORVAD,Vale District,,,DU96,BUTTE,OR-VAD-152,Butte Fire,OR4347811809120070805,BUTTE FIRE,,2007,217,1748,1.0,Lightning,222,0800,10343.0,G,43.473682,-118.08312,1.0,BLM,OR,Malheur,045,Malheur,Point,2007-08-05,2007-08-10,5.0,Oregon
871,300076709,SFO-2014ORODF20149520282015,NONFED,ST-NASF,ST/C&L,USORORS,Oregon Department of Forestry State Headquarters,ORODF,Oregon Department of Forestry,,20149520282015,,BAILEY BUTTE,635765,WATERMAN COMPLEX,OR4454812036520140714,BAILEY BUTTE,WATERMAN COMPLEX,2014,195,1100,1.0,Lightning,245,1545,10276.66,G,44.54639,-120.36444,8.0,PRIVATE,OR,Wheeler,069,Wheeler,Point,2014-07-14,2014-09-02,50.0,Oregon
883,1278104,W-95752,FED,DOI-WFMI,BLM,USORLAD,Lakeview District,ORLAD,Lakeview District,,,,ABERT,OR-LAD-166,Abert,OR4264612012720000803,ABERT,,2000,216,1247,2.0,Equipment Use,218,1800,10121.0,G,42.6024,-120.1536,1.0,BLM,OR,Lake,037,Lake,Point,2000-08-03,2000-08-05,2.0,Oregon
890,151200,FS-378200,FED,FS-FIRESTAT,FS,USORUPF,Umpqua National Forest,0615,Umpqua National Forest,76,,7406,BIG BEND,OR-UPF-069,TILLER COMPLEX,OR4310612253920020714,BIG BEND,TILLER COMPLEX,2002,195,1054,1.0,Lightning,276,1800,10063.4,G,43.09583333,-122.5525,5.0,USFS,OR,19,019,Douglas,Point,2002-07-14,2002-10-03,81.0,Oregon
891,201508675,W-650111,FED,DOI-WFMI,BLM,USORVAD,Vale District,ORVAD,Vale District,,,G5NP,TEN MILE,OR-VAD-000134,Ten Mile,OR4207311765520120810,TEN MILE COMPLEX,TEN MILE COMPLEX,2012,223,1200,1.0,Lightning,236,1730,10056.0,G,42.07399,-117.654887,1.0,BLM,OR,Malheur,045,Malheur,Point,2012-08-10,2012-08-23,13.0,Oregon
901,348971,W-548912,FED,DOI-WFMI,BLM,USORBUD,Burns District,ORBUD,Burns District,,,DM1L,ROUND TOP BUTTE,OR-BUD-7134,Round Top Butte,OR4353011988720070705,ROUND TOP BUTTE,,2007,186,1100,2.0,Equipment Use,201,1320,9870.4,G,43.4892,-119.9294,1.0,BLM,OR,Harney,025,Harney,Point,2007-07-05,2007-07-20,15.0,Oregon
902,300000464,FS-1527923,FED,FS-FIRESTAT,FS,USOROCF,Ochoco National Forest,0607,Ochoco National Forest,015,2-008,H8R8,0386 FOX,657240,FOX,OR4425512018720140717,FOX,OCHOCO COMPLEX,2014,198,1515,1.0,Lightning,336,1200,9848.0,G,44.25555556,-120.18861111,5.0,USFS,OR,Crook,013,Crook,Point,2014-07-17,2014-12-02,138.0,Oregon
908,351161,W-576083,FED,DOI-WFMI,BLM,USORPRD,Prineville District,ORPRD,Prineville District,,,EDM8,0284    I284,,,OR4564912052120080703,I284,,2008,185,0800,1.0,Lightning,195,2000,9787.0,G,45.62711,-120.4897,1.0,BLM,OR,Sherman,055,Sherman,Point,2008-07-03,2008-07-13,10.0,Oregon
917,348601,W-101816,FED,DOI-WFMI,BLM,USORBUD,Burns District,ORBUD,Burns District,,,M332,BIG STICK,OR-BUD-2114,Big Stick,OR4330911954120010704,BIG STICK,,2001,185,1400,1.0,Lightning,187,1800,9601.0,G,43.2782,-119.5477,1.0,BLM,OR,Harney,025,Harney,Point,2001-07-04,2001-07-06,2.0,Oregon
924,351830,W-108942,FED,DOI-WFMI,BLM,USORVAD,Vale District,ORVAD,Vale District,,,N237,PINTO HORS,OR-VAD-093,Pinto Horse,OR4277211742820020707,PINTO HORSE,,2002,188,1038,1.0,Lightning,189,1900,9517.0,G,42.7963,-117.4407,1.0,BLM,OR,Malheur,045,Malheur,Point,2002-07-07,2002-07-08,1.0,Oregon
933,348661,W-105559,FED,DOI-WFMI,BLM,USORBUD,Burns District,ORBUD,Burns District,,,M391,STONEHOUSE,OR-BUD-2315,Sheepshead Complex,OR4283711843020010810,SHEEPSHEAD COMPLEX (STONEHOUSE),SHEEPSHEAD COMPLEX,2001,222,1556,1.0,Lightning,234,1800,9450.0,G,42.8707,-118.4185,1.0,BLM,OR,Harney,025,Harney,Point,2001-08-10,2001-08-22,12.0,Oregon
941,16372,FS-1445541,FED,FS-FIRESTAT,FS,USORDEF,Deschutes National Forest,0601,Deschutes National Forest,78,5-047,C03X,0570  BLACK CRATER,OR-DEF-0570,BLACK CRATER,OR4427112168020060723,CASCADE CREST COMPLEX (BLACK CRATER),CASCADE CREST COMPLEX,2006,205,1107,1.0,Lightning,274,1500,9400.0,G,44.26083333,-121.73611111,5.0,USFS,OR,17,017,Deschutes,Point,2006-07-24,2006-10-01,69.0,Oregon
942,201508659,W-649500,FED,DOI-WFMI,BLM,USORVAD,Vale District,ORVAD,Vale District,,,G1MR,IRON,OR-VAD-000079,Bonita Complex,OR4408711780620120709,IRON,BONITA COMPLEX,2012,191,1250,1.0,Lightning,199,1900,9384.0,G,44.086694,-117.806384,1.0,BLM,OR,Malheur,045,Malheur,Point,2012-07-09,2012-07-17,8.0,Oregon
949,1475640,W-615266,FED,DOI-WFMI,BLM,USORPRD,Prineville District,ORPRD,Prineville District,,,FR70,614 LOWER DESCHUTES,OR-PRD-0614,LOWER DESCHUTES COMPLEX,OR4527812107720100818,LOWER DESCHUTES COMPLEX (TYGH RIDGE),LOWER DESCHUTES COMPLEX,2010,231,1021,1.0,Lightning,239,1630,9304.0,G,43.226094,-121.104683,8.0,PRIVATE,OR,Wasco,065,Wasco,Point,2010-08-19,2010-08-27,8.0,Oregon
953,860967,ODF-61770,NONFED,ST-ORORS,ST/C&L,USOR973S,Pendleton Unit,ORODF-973,Pendleton Unit,026,61770,,BRIDGE CREEK,OR-ORS-3026,Bridge Cr,OR4504111896720010813,BRIDGE CREEK,,2001,225,,1.0,Lightning,231,,9230.0,G,45.06836,-118.95363,7.0,STATE,OR,30,059,Umatilla,Point,2001-08-13,2001-08-19,6.0,Oregon
954,300222528,SFO-2015ORODF1595204116,NONFED,ST-NASF,ST/C&L,USORORS,Oregon Department of Forestry State Headquarters,ORODF,Oregon Department of Forestry,,1595204116,,MASON SPRING,2864210,270 Mason Spring,OR4428411896120150812,CANYON CREEK COMPLEX,CANYON CREEK COMPLEX,2015,224,0708,1.0,Lightning,309,1011,9211.0,G,44.237,-118.9927,15.0,UNDEFINED FEDERAL,OR,Grant,023,Grant,Point,2015-08-12,2015-11-05,85.0,Oregon
971,201110280,W-627580,FED,DOI-WFMI,BLM,USORPRD,Prineville District,ORPRD,Prineville District,,,F87F,0312,,,OR4474212096020110801,312,,2011,213,1900,1.0,Lightning,221,1800,9000.0,G,44.74238,-120.95979,8.0,PRIVATE,OR,Jefferson,031,Jefferson,Point,2011-08-01,2011-08-09,8.0,Oregon
973,300218207,FWS-2015USWAMNRJ3J1,FED,FWS-FMIS,FWS,USWAMNR,McNary National Wildlife Refuge,USWAMNR,MCNARY NWR,,,J3J1,STATE LINE,,,OR4599211895920150913,STATELINE,,2015,256,0800,2.0,Equipment Use,256,2000,8988.0,G,45.978608,-118.995803,8.0,PRIVATE,OR,Umatilla,059,Umatilla,Point,2015-09-13,2015-09-13,0.0,Oregon
999,300215649,W-683689,FED,DOI-WFMI,BLM,USORVAD,Vale District,ORVAD,Vale District,,,JV3L,LESLIE GULCH,2722262,Leslie Gulch,OR4330711729220150629,LESLIE GULCH,,2015,179,2000,1.0,Lightning,185,2000,8687.9,G,43.3067,-117.2917,1.0,BLM,OR,Malheur,045,Malheur,Point,2015-06-28,2015-07-04,6.0,Oregon
1002,351846,W-109844,FED,DOI-WFMI,BLM,USORVAD,Vale District,ORVAD,Vale District,,,N255,MAHOGANY,OR-VAD-137,Mahogany Complex,OR4325211734220020714,MAHOGANY COMPLEX (MAHOGANY MOUNTAIN),MAHOGANY COMPLEX,2002,195,1835,1.0,Lightning,202,1800,8660.0,G,43.254,-117.3413,1.0,BLM,OR,Malheur,045,Malheur,Point,2002-07-14,2002-07-21,7.0,Oregon
1011,201110301,W-631356,FED,DOI-WFMI,BLM,USORPRD,Prineville District,ORPRD,Prineville District,,,GB8C,0513,OR-PRD-000511,HANCOCK COMPLEX,OR4493112043020110824,HANCOCKCOMPLEX,HANCOCK COMPLEX,2011,236,1903,1.0,Lightning,258,1300,8600.0,G,44.8878,-120.4536,1.0,BLM,OR,Wasco,065,Wasco,Point,2011-08-24,2011-09-15,22.0,Oregon
1030,41582,FS-1483979,FED,FS-FIRESTAT,FS,USORUPF,Umpqua National Forest,0615,Umpqua National Forest,16,9071,E3FN,WILLIAMS CREEK,OR-UPF-009071,Williams Creek,OR4334712281020090728,WILLIAMS CREEK,,2009,209,1305,9.0,Miscellaneous,275,0800,8395.0,G,43.33861111,-122.78694444,5.0,USFS,OR,19,019,Douglas,Point,2009-07-28,2009-10-02,66.0,Oregon
1037,201508415,W-644390,FED,DOI-WFMI,BLM,USORPRD,Prineville District,ORPRD,Prineville District,,,G2DZ,0233,OR-PRD-000233,BAKER CANYON,OR4487212099520120714,BAKER CANYON,,2012,196,1955,1.0,Lightning,210,1430,8309.0,G,44.903,-120.9586,8.0,PRIVATE,OR,Wasco,065,Wasco,Point,2012-07-14,2012-07-28,14.0,Oregon
1038,201508657,W-649662,FED,DOI-WFMI,BLM,USORVAD,Vale District,ORVAD,Vale District,,,G1K4,BONITA,OR-VAD-000079,Bonita Complex,OR4417811784720120709,BONITA,BONITA COMPLEX,2012,191,1140,1.0,Lightning,199,1900,8304.0,G,44.1775,-117.8472,1.0,BLM,OR,Malheur,045,Malheur,Point,2012-07-09,2012-07-17,8.0,Oregon
1056,913525,ODF-78080,NONFED,ST-ORORS,ST/C&L,USOR974S,Wallowa Unit,ORODF-974,Wallowa Unit,006,78080,,COTTONWOOD,OR-97S-000381,Cottonwood,OR4595711702520070713,COTTONWOOD,,2007,195,,1.0,Lightning,221,,8100.0,G,45.9691,-117.0545,8.0,PRIVATE,OR,32,063,Wallowa,Point,2007-07-14,2007-08-09,26.0,Oregon
1081,815973,ODF-58630,NONFED,ST-ORORS,ST/C&L,USOR952S,John Day Unit,ORODF-952,John Day Unit,035,58630,,TAMARACK CREEK,OR-ORS-953035,Tamarack  Creek,OR4467811995920000804,TAMARACK CREEK,,2000,217,,5.0,Debris Burning,227,,7900.0,G,44.6973,-120.02942,8.0,PRIVATE,OR,69,069,Wheeler,Point,2000-08-04,2000-08-14,10.0,Oregon
1120,350361,W-106217,FED,DOI-WFMI,BLM,USORPRD,Prineville District,ORPRD,Prineville District,,,N543,STARVATION,OR-PRD-789,Starvation Ridge,,,,2001,194,0100,1.0,Lightning,201,2000,7500.0,G,45.5465,-122.6295,8.0,PRIVATE,OR,Sherman,055,Sherman,Point,2001-07-13,2001-07-20,7.0,Oregon
1122,1433729,FS-1492084,FED,FS-FIRESTAT,FS,USORRSF,Rogue River-Siskiyou National Forest,0610A,Rogue River-Siskiyou National Forest,029,029,F9QR,OAK FLAT,OR-RSF-010232,Oak Flat,OR4242312371620100813,OAK FLAT,,2010,225,0824,9.0,Miscellaneous,263,1300,7494.0,G,42.3994444,-123.738333,5.0,USFS,OR,033,033,Josephine,Point,2010-08-13,2010-09-20,38.0,Oregon
1133,25834,FS-1457276,FED,FS-FIRESTAT,FS,USORDEF,Deschutes National Forest,0601,Deschutes National Forest,74,5-021,DY3E,GW,OR-DEF-000784,GW Fire,OR4435412173920070830,GW FIRE,,2007,243,0730,1.0,Lightning,273,1800,7357.0,G,44.34305556,-121.80638889,5.0,USFS,OR,17,017,Deschutes,Point,2007-08-31,2007-09-30,30.0,Oregon
1135,201110300,W-630604,FED,DOI-WFMI,BLM,USORPRD,Prineville District,ORPRD,Prineville District,,,GB8C,HANCOCK COMPLEX,OR-PRD-000511,HANCOCK COMPLEX,OR4493112043020110824,HANCOCKCOMPLEX,HANCOCK COMPLEX,2011,236,1900,1.0,Lightning,258,1300,7335.0,G,44.9314,-120.43,1.0,BLM,OR,Wasco,065,Wasco,Point,2011-08-24,2011-09-15,22.0,Oregon
1150,348917,W-531456,FED,DOI-WFMI,BLM,USORBUD,Burns District,ORBUD,Burns District,,,C4S8,BASQUE WELLS,OR-BUD-2494,Division C Complex,OR4317011916620060821,BASQUE WELLS,DIVISION C COMPLEX,2006,233,1639,1.0,Lightning,236,0700,7201.6,G,43.1571,-119.1691,1.0,BLM,OR,Harney,025,Harney,Point,2006-08-21,2006-08-24,3.0,Oregon
1152,352109,W-552730,FED,DOI-WFMI,BLM,USORVAD,Vale District,ORVAD,Vale District,,,DRY2,OLD MAID,OR-VAD-112,Old Maid,OR4320711712720070717,OLD MAID,,2007,198,1742,1.0,Lightning,208,1900,7198.0,G,43.200174,-117.16798,1.0,BLM,OR,Malheur,045,Malheur,Point,2007-07-17,2007-07-27,10.0,Oregon
1153,300005566,FS-1522289,FED,FS-FIRESTAT,FS,USORUMF,Umatilla National Forest,0614,Umatilla National Forest,017,14166,H8JW,SUNFLOWER,639978,SUNFLOWER,OR4496711955420140714,SUNFLOWER,,2014,195,1330,1.0,Lightning,226,1200,7175.0,G,44.9675,-119.55472222,5.0,USFS,OR,Grant,023,Grant,Point,2014-07-14,2014-08-14,31.0,Oregon
1156,12992,FS-1441380,FED,FS-FIRESTAT,FS,USOROCF,Ochoco National Forest,0607,Ochoco National Forest,35,1-020,C03S,0564 - MAXWELL FIRE,OR-OCF-0000564,MAXWELL FIRE,OR4446012018320060724,MAXWELL,,2006,205,0615,1.0,Lightning,252,1415,7145.0,G,44.49083333,-120.1975,5.0,USFS,OR,69,069,Wheeler,Point,2006-07-24,2006-09-09,47.0,Oregon
1163,350355,W-106215,FED,DOI-WFMI,BLM,USORPRD,Prineville District,ORPRD,Prineville District,,,N539,WAGNER MT,OR-PRD-675,Wagner Mountain,OR4480212041120010712,WAGNER MOUNTAIN,GRASS VALLEY COMPLEX,2001,193,1100,1.0,Lightning,201,2000,7076.0,G,44.8271,-120.3897,1.0,BLM,OR,Jackson,029,Jackson,Point,2001-07-12,2001-07-20,8.0,Oregon
1188,300004841,FS-1527242,FED,FS-FIRESTAT,FS,USORDEF,Deschutes National Forest,0601,Deschutes National Forest,237,1-153,H5N6,0129  TWO BULLS,477140,TWO BULLS,OR4414212147220140607,TWO BULLS FIRE,,2014,158,1249,9.0,Miscellaneous,165,1600,6908.0,G,44.11833333,-121.47277778,14.0,MISSING/NOT SPECIFIED,OR,Deschutes,017,Deschutes,Point,2014-06-07,2014-06-14,7.0,Oregon
